景点id,景点名称,景点区域,景点级别,景点热度,景点简介,景点经纬度,景点地址
1141263143,龙脊梯田,广西·桂林·龙胜县,4A景区,热度 0.78,中国秀美梯田，脱离城市去触摸自然,"110.078836,25.731802",广西壮族自治区桂林市龙胜县东南部和平乡境内
146535272,珠海长隆海洋王国,广东·珠海·珠海长隆国际海洋度假区,,热度 0.0,经历一场难忘的深海历奇之旅,"113.544272,22.104641",广东省珠海市横琴新区富祥湾
1504293946,世界公园,北京·北京·丰台区,4A景区,热度 0.7,40个国家的109处著名古迹名胜微缩景点,"116.2937,39.816749",北京市丰台区花乡丰葆路158号
3414638819,海上田园,广东·深圳·宝安区,4A景区,热度 0.74,炊烟升起，暮照大地，农家有绿意,"113.780542,22.733255",广东省深圳市宝安区沙井镇
1780470082,张掖七彩丹霞旅游景区,甘肃·张掖·临泽县,4A景区,热度 0.0,来中国秀美的七大丹霞赏彩色丹霞,"100.042244,38.970483",甘肃省张掖市临泽县倪家营南台子村
1972052583,上海欢乐谷,上海·上海·松江区,4A景区,热度 0.72,游乐项目惊险刺激，特色表演异彩纷呈,"121.22218,31.102491",上海市松江区佘山镇林湖路888号
3722628593,余荫山房,广东·广州·番禺,,热度 0.72,布局灵巧精致，为广东四大名园之一,"113.401845,23.018022",广东省广州市番禺区南村镇北大街余荫山房
3512873022,太平索道,安徽·黄山·黄山风景区,,热度 0.0,上揽云天雾海，下拾阡陌平川,"118.166695,30.146842",安徽省黄山市黄山景区
646139091,洱海,云南·大理·大理市,4A景区,热度 1.0,邂逅爱情的绝佳之地,"100.262195,25.610132",云南省大理市下关洱河南路1号
901038412,无锡三国城,江苏·无锡·滨湖区,5A景区,热度 0.74,品味东吴音韵，观看金戈铁马,"120.239237,31.481725",江苏省无锡市山水城旅游度假区三国城
1825415237,天山大峡谷,新疆·乌鲁木齐·乌鲁木齐县,5A景区,热度 0.0,丝绸之路上的瑰宝，游牧文化的活博物馆,"87.382244,43.437359",新疆乌鲁木齐市乌鲁木齐县板房沟乡灯草沟村
1333032179,沈阳故宫,辽宁·沈阳·沈河区,4A景区,热度 0.7,观皇家宫苑，赏珍宝文物,"123.462202,41.804471",辽宁省沈阳市沈河区沈阳路171号
2270260929,天目湖南山竹海景区,江苏·常州·天目湖旅游度假区,5A景区,热度 0.8800000000000001,万亩竹海让你返璞归真,"119.539659,31.181493",江苏省常州溧阳市横涧镇李家园下场园10号
3461659426,碧螺塔海上酒吧公园,河北·秦皇岛·北戴河区,4A景区,热度 0.7,一个具有百老汇风情的中国式酒吧公园,"119.54357,39.827324",河北省秦皇岛市北戴河区东海滩路中段(近鸽子窝公园)
3309683947,厦门海底世界,福建·厦门·鼓浪屿,,热度 0.72,探寻你不知道的海底世界,"118.078134,24.452302",福建省厦门市思明区鼓浪屿龙头路2号
1028696300,大型歌舞《炭河千古情》,湖南·长沙·宁乡炭河古城,,热度 0.0,宁乡文化的灵魂,"112.4300143405,28.188596302231",湖南省长沙市宁乡县黄材镇黄材大道
168063393,广州正佳极地海洋世界,广东·广州·天河区,,热度 0.0,梦幻主题式极地海洋体验,"113.333655,23.138643",广东省广州市天河路228号正佳广场2楼
2344014911,亚龙湾,海南·三亚,4A景区,热度 1.0,湛蓝天宇映衬着碧波万顷，景象万千,"109.654555,18.236153",海南省三亚市亚龙湾国家旅游度假区
2858490169,金茂大厦88层观光厅,上海·上海·浦东新区,4A景区,热度 0.76,上海就在脚下,"121.512094,31.240746",上海市浦东新区浦东世纪大道88号观光厅
3240614350,三亚梦幻水上乐园,海南·三亚,,热度 0.0,乐园简介：三亚梦幻水上乐园占地近11万平方米、总投资3亿元的三亚梦幻水上乐园，位于三亚市吉阳镇，这个依山而建项目365天,"109.503109,18.330452",海南省三亚市凤凰镇槟榔村三亚环城高速251出口往北500米后右拐400米
3164178740,京东石林峡,北京·北京·平谷区,4A景区,热度 0.7,谷内山峰挺立峭拔，天上美景落人间,"117.254089,40.266748",北京市平谷区黄松峪乡雕窝村73号
42882702,姑苏水上游,江苏·苏州·吴中区,,热度 0.0,朱楼映绿水，画舫泛碧波,"120.610356,31.317238",江苏省苏州市金阊区石路名人街25号万人码头
1210283150,白水寨,广东·广州·增城,4A景区,热度 0.72,北回归线上的瑰丽翡翠,"113.770364,23.586481",广东省广州市增城市派潭镇白水寨风景名胜区
958096262,郑州动物园,河南·郑州·金水区,,热度 0.78,在中原也能观赏到一些珍稀动物,"113.68968500391,34.795009456944",河南省郑州市金水区金水区郑花路2号
3620725738,香港迪士尼乐园,香港·香港·离岛,,热度 1.0,两日游玩，开启你的奇妙之旅,"114.056743,22.318125",香港特别行政区离岛区大屿山神奇道香港迪士尼乐园
3249063831,梦幻奥陶纪,重庆·重庆·万盛区,,热度 0.0,穿越5亿年，探索神奇远古寒冰洞,"106.960039,28.84188",重庆市綦江区万盛黑山谷南门上行5公里—梦幻奥陶纪景区
489004853,九华山,安徽·池州·青阳县,5A景区,热度 1.0,神奇灵秀地，大愿九华山,"117.810454,30.488263",安徽省池州市九华山镇二一九省道
2295597022,庐山风景名胜区,江西·九江·庐山区,5A景区,热度 1.0,匡庐奇秀甲天下,"116.001261,29.561078",江西省九江市庐山区
3508239015,成都麦鲁小城,四川·成都·金牛区,,热度 0.0,和孩子一起来玩“角色扮演”,"104.038945,30.724587",四川省成都市金牛区西华大道6号麦鲁小城（欢乐谷三号门）
1375848172,大连圣亚海洋世界,辽宁·大连·沙河口区,4A景区,热度 0.82,浪漫大连首站，浪漫的海洋主题乐园,"121.577602,38.884644",辽宁省大连市沙河口区中山路608-6-8号（星海广场西500米，星海公园内）
3070792170,恭王府,北京·北京·西城区,5A景区,热度 0.74,一起去看看和珅家,"116.393097,39.942341",北京市西城区什刹海前海西街17号
4055854991,鹿回头风景区,海南·三亚·大东海,4A景区,热度 0.8,天南旅行乡，鹿回头爱情的圣地,"109.490334,18.213506",海南省三亚市西南端鹿回头半岛内
1634040916,老虎滩海洋公园,辽宁·大连·中山区,5A景区,热度 0.9,浓缩极地世界，展现海洋奇观,"121.682278,38.88534",辽宁省大连市中山区滨海中路9号
3882274063,涠洲岛,广西·北海·海城区,4A景区,热度 0.9199999999999999,秀美的火山岛，感受渔家风情,"109.124525,21.048067",广西省北海市南北部湾海域
2637958213,长隆欢乐世界,广东·广州·广州长隆旅游度假区,5A景区,热度 0.0,垂直过山车等挑战你的青春荷尔蒙,"113.33789,23.005235",广东省广州市番禺区长隆旅游度假区内
4015347319,玉龙雪山,云南·丽江·玉龙县,5A景区,热度 0.96,壮美大雪山，十三座雪峰连绵不绝,"100.270093,27.034011",云南省丽江市玉龙纳西族自治县
606992388,普陀山,浙江·舟山·普陀区,5A景区,热度 1.0,海天佛国 观音道场 ——普陀山,"122.38611,29.98092",浙江省舟山市普陀区
3821817759,马仁奇峰,安徽·芜湖·南陵县,4A景区,热度 0.76,素有“皖南张家界”之美誉,"118.174791,30.978893",安徽省芜湖市繁昌铜陵南陵三县交界处
1360812455,杭州动物园,浙江·杭州·西湖区,4A景区,热度 0.7,一座别致的园林式的动物园,"120.139701,30.218842",浙江省杭州市西湖区虎跑路40号
2187219280,三峡人家,湖北·宜昌·夷陵区,5A景区,热度 0.78,三峡风光，巴风楚韵,"111.170932,30.805222",湖北省宜昌市夷陵区西陵峡内
454305700,豫园,上海·上海·黄浦区,4A景区,热度 0.8400000000000001,“奇秀甲于东南”、“东南名园冠”。,"121.498981,31.232772",上海豫园旅游商业区内（湖心亭九曲桥北侧，豫园正门入园）
1594051451,大昭寺,西藏·拉萨·城关区,5A景区,热度 0.9199999999999999,西藏辉煌的一座吐蕃时期的建筑,"91.140356,29.65617",西藏拉萨市城关区中心八角街
3134711527,罗浮山,广东·惠州·博罗县,5A景区,热度 0.9,一个难得的洞天福地,"114.072244,23.265504",广东省惠州市博罗县鹅岭北路11号
4072013677,涠洲岛船票,广西·北海·涠洲岛,,热度 0.0,日射涠洲廓，风斜别岛洋,"109.137718,21.425147",广西壮族自治区北海市海城区银滩旅游区18号
844151812,青岛森林野生动物世界,山东·青岛·黄岛区,4A景区,热度 0.7,大型动物表演、竞技、运动会，其乐无穷,"120.066014,35.988067",山东省青岛市黄岛区小珠山风景区
2301240201,滕王阁,江西·南昌·东湖区,4A景区,热度 1.0,落霞与孤鹜齐飞，秋水共长天一色,"115.888564,28.686101",江西省南昌市东湖区仿古街58号
3382548854,沈阳方特欢乐世界,辽宁·沈阳·沈北新区,,热度 0.0,东北地区第四代主题公园,"123.425169,41.971468",辽宁省沈阳市市沈北新区道义开发区盛京大街55号
4149096825,武隆仙女山国家森林公园,重庆·重庆·武隆天坑地缝国家地质公园,5A景区,热度 0.82,又一个仙女下凡调戏牧童的故事,"107.755105,29.500941",重庆市武隆县境乌江北岸双河乡
3052335539,北海海底世界,广西·北海·海城区,4A景区,热度 0.76,畅游蓝色海洋之谜，欣赏人鱼共舞,"109.133959,21.492881",广西壮族自治区北海市银海区茶亭路27号海滨公园内
1889592386,东北虎林园,黑龙江·哈尔滨·松北区,4A景区,热度 0.7,可近距离接触东北虎,"126.605376,45.82487",黑龙江省哈尔滨松北区松北街88号
1537503131,独秀峰王城景区,广西·桂林·秀峰区,5A景区,热度 0.72,明代王府清朝贡院所在地，阅尽王城知桂林,"110.305678,25.289462",广西壮族自治区桂林市秀峰区王城路1号
3560776735,剑门关,四川·广元·剑阁县,5A景区,热度 1.0,自然风光雄、奇、幽、秀,"105.573795,32.211505",四川省广元市剑阁县河东街64号
792742006,葡萄沟,新疆·吐鲁番·吐鲁番市,5A景区,热度 1.0,去新疆必游之地,"89.230653,42.976208",新疆省吐鲁番市东北10公里的火焰山中
2976803000,鼋头渚,江苏·无锡·滨湖区,5A景区,热度 0.9400000000000001,太湖佳绝处，毕竟在鼋头,"120.233458,31.529306",江苏省无锡市滨湖区鼋头渚1号
2289629704,瑞金红井,江西·赣州·瑞金市,5A景区,热度 0.7,苏区时期毛泽东亲自带领干部群众开挖的,"116.014033,25.885686",江西省赣州市瑞金市
1363641676,泰山,山东·泰安·泰山区,5A景区,热度 1.0,会当凌绝顶，一览纵山小,"117.12107,36.247343",山东省泰安市泰山区红门路54号
1816164699,喀纳斯,新疆·阿勒泰·布尔津县,5A景区,热度 1.0,【注意】水怪出没！快来一探究竟吧,"87.137009,48.513095",新疆阿勒泰布尔津县环城南西路3号
852581432,张家界国家森林公园,湖南·张家界·武陵源区,5A景区,热度 0.9400000000000001,三千奇峰，八百秀水,"110.459244,29.336908",湖南省张家界市武陵源区
3458049725,苍山国家地质公园,云南·大理·大理市,4A景区,热度 0.8800000000000001,绝色美景，不去就真的遗憾,"100.175674,25.650175",云南省大理白族自治州大理市漾濞彝族自治县
2556762357,云谷索道,安徽·黄山·黄山风景区,,热度 0.0,先进的单线循环脱挂抱索器吊厢式索道设备,"118.200449,30.127081",安徽省黄山市黄山风景区
2099575943,南昌万达主题乐园,江西·南昌·红谷滩新区,,热度 0.0,童话世界，从梦幻乐到真实,"115.792792,28.584465",江西省南昌市九龙湖新区南龙蟠街888号
1961333877,成都海昌极地海洋公园,四川·成都·双流县,4A景区,热度 0.0,置身极地世界，开启海底之旅,"104.080914,30.50059",成都市天府新区华阳海洋路68号
2945547110,荷花市场,北京·北京·西城区,,热度 0.0,北京平民消夏胜地,"116.398287,39.94015",北京市西城区什刹海茶艺酒吧街
3759437369,上海杜莎夫人蜡像馆,上海·上海·黄浦区,4A景区,热度 0.74,走自己的红毯，与世界明星相遇,"121.480215,31.240715",上海市黄浦区南京西路2-68号新世界商厦10楼
3758170695,青秀山旅游区,广西·南宁·青秀区,5A景区,热度 0.82,被誉为“南宁市的巨肺”,"108.395117,22.79308",广西壮族自治区南宁市青秀区青山路19号
3761433799,青藏高原野生动物园,青海·西宁·城西区,4A景区,热度 0.0,车行和步行参观，与高原动物零距离接触,"101.739899,36.633361",青海省西宁市城西区行知路9号
218507696,南宁加勒比水世界,广西·南宁·南宁动物园,,热度 0.0,感受神秘加勒比海风光，让人流连忘返,"108.273274,22.842415",广西南宁市西乡塘区南宁市动物园内
1987315843,慕田峪长城,北京·北京·怀柔区,5A景区,热度 0.7,秀美长城，关键是人少,"116.57035,40.437612",北京市怀柔区慕田峪村
3633837019,岭南印象园,广东·广州·番禺,4A景区,热度 0.74,岭南印象园江面上龙船竞渡，水中好戏不断,"113.411898,23.041453",广东省广州市番禺区外环西路
3439737572,杭州乐园,浙江·杭州·萧山区,4A景区,热度 0.72,长三角地区新一代综合性主题公园,"120.25205,30.166365",浙江省杭州市萧山区风情大道2555号
2869401961,五台山,山西·忻州·五台县,5A景区,热度 1.0,兼有汉地和藏传佛教的佛教道场,"113.596375,38.984397",山西省忻州市五台县台怀镇
3090073380,西双版纳原始森林公园,云南·西双版纳·景洪市,4A景区,热度 0.8,独特的原始热带雨林自然风光融合民族风情,"100.881258,22.033038",云南省西双版纳傣族自治州距景洪市8公里处213国道旁
3540942261,合肥万达主题乐园,安徽·合肥·合肥万达文化旅游城,,热度 0.0,各种娱乐设施让你嗨不停,"117.310454,31.697388",安徽省合肥市滨湖新区庐州大道778号合肥万达乐园（万年埠路合肥万达诺富特酒店对面路口入内）
1703719381,天河潭,贵州·贵阳·花溪区,4A景区,热度 0.82,黄果树瀑布之雄，龙宫之奇花溪之秀,"106.586422,26.44822",贵州省贵阳市花溪区石板镇天河潭风景区
4184090102,富国海底世界,北京·北京·朝阳区,4A景区,热度 0.7,利用高新技术让你与鱼类亲密接触,"116.453627,39.933904",北京市朝阳区三里屯工体南路工人体育场南门
1574035246,“最忆是杭州”- G20峰会特别版《印象西湖》,浙江·杭州·西湖,,热度 0.0,城市内涵和山水浓缩成高水准的艺术盛宴,"120.140928,30.257879",浙江省杭州市西湖区北山路82号岳庙对面
